Ma,possible_cols,total_cols,total_cols_mean,total_cols_sd,total_area,total_area_mean,total_area_sd 
1124,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1125,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1126,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1127,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1128,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1129,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1130,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1131,949,22,13.8,2.69305129,729848.2034,457176.7435,133907.631
1132,949,22,13.8,2.69305129,729848.2034,457176.7435,133907.631
1133,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1134,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1135,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1136,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1137,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1138,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1139,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1140,949,22,13.77,2.61640126,678348.4135,424721.7555,122637.8967
1141,949,21,12.94,2.517895546,656389.6577,405711.7547,124650.8511
1142,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1143,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1144,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1145,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1146,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1147,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1148,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1149,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1150,949,22,13.58,2.539307151,677386.796,419343.1868,129084.164
1151,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1152,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1153,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1154,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1155,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1156,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1157,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1158,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1159,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1160,949,27,16.94,2.777325216,932962.2362,582263.7269,141651.1193
1161,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1162,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1163,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1164,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1165,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1166,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1167,949,28,17.58,2.916965353,944127.4589,589096.4026,143745.401
1168,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1169,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1170,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1171,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1172,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1173,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1174,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1175,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1176,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1177,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1178,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1179,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1180,949,27,16.93,2.843582177,914611.1642,567879.748,137300.6086
1181,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1182,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1183,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1184,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1185,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1186,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1187,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1188,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1189,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1190,949,27,17.24,2.678458776,863670.4316,552152.0453,136417.8764
1191,949,28,17.95,2.664298191,913197.0597,582538.9253,139228.1234
1192,949,28,17.95,2.664298191,913197.0597,582538.9253,139228.1234
1193,949,28,17.95,2.664298191,913197.0597,582538.9253,139228.1234
1194,949,28,17.95,2.664298191,913197.0597,582538.9253,139228.1234
1195,949,28,17.95,2.664298191,913197.0597,582538.9253,139228.1234
1196,949,28,17.83,2.663084716,913197.0597,577937.0106,135342.3348
1197,949,28,17.83,2.663084716,913197.0597,577937.0106,135342.3348
1198,949,28,17.83,2.663084716,913197.0597,577937.0106,135342.3348
1199,949,28,17.83,2.663084716,913197.0597,577937.0106,135342.3348
1200,949,23,14.73,2.343505964,622013.2606,398501.6161,90789.79686
1201,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1202,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1203,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1204,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1205,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1206,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1207,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1208,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1209,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1210,949,22,14,2.220201101,635358.3708,408075.5664,95995.79037
1211,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1212,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1213,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1214,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1215,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1216,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1217,949,21,13.42,2.10904737,594267.9795,387735.4966,97068.01974
1218,949,22,14.09,2.09422004,619379.9712,402157.8035,98594.4428
1219,949,22,14.09,2.09422004,619379.9712,402157.8035,98594.4428
1220,949,22,14.09,2.09422004,619379.9712,402157.8035,98594.4428
1221,949,22,14.06,2.182668185,657925.9343,425281.1983,104283.1577
1222,949,22,14.06,2.182668185,657925.9343,425281.1983,104283.1577
1223,949,22,14.06,2.182668185,657925.9343,425281.1983,104283.1577
1224,949,22,14.06,2.182668185,657925.9343,425281.1983,104283.1577
1225,949,22,14.06,2.182668185,657925.9343,425281.1983,104283.1577
1226,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1227,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1228,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1229,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1230,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1231,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1232,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1233,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1234,949,19,12.08,1.962682148,458724.4039,292220.6662,66316.67822
1235,949,20,12.76,2.113544584,494048.2427,317861.5657,67743.92172
1236,949,20,12.76,2.113544584,494048.2427,317861.5657,67743.92172
1237,949,20,12.76,2.113544584,494048.2427,317861.5657,67743.92172
1238,949,20,12.76,2.113544584,494048.2427,317861.5657,67743.92172
1239,949,20,12.76,2.113544584,494048.2427,317861.5657,67743.92172
1240,949,20,12.76,2.113544584,494048.2427,317861.5657,67743.92172
1241,949,24,15.21,2.345401691,778523.8936,490984.7032,118140.1573
1242,949,24,15.21,2.345401691,778523.8936,490984.7032,118140.1573
1243,949,24,15.21,2.345401691,778523.8936,490984.7032,118140.1573
1244,949,24,15.21,2.345401691,778523.8936,490984.7032,118140.1573
1245,949,24,15.04,2.424287878,778523.8936,483395.1567,122953.0383
1246,949,24,15.04,2.424287878,778523.8936,483395.1567,122953.0383
1247,949,24,15.04,2.424287878,778523.8936,483395.1567,122953.0383
1248,949,24,15.04,2.424287878,778523.8936,483395.1567,122953.0383
1249,949,24,15.04,2.424287878,778523.8936,483395.1567,122953.0383
1250,949,24,15.04,2.424287878,778523.8936,483395.1567,122953.0383
1251,949,20,12.61,2.136243281,557912.8444,353832.0818,92115.17798
1252,949,20,12.61,2.136243281,557912.8444,353832.0818,92115.17798
1253,949,20,12.66,2.305986938,557912.8444,354701.2722,100648.1048
1254,949,19,12.01,2.307191217,544379.3406,344803.3041,100684.0887
1255,949,19,12.07,2.404772191,595928.7632,380946.977,126503.1799
1256,949,19,12.07,2.404772191,595928.7632,380946.977,126503.1799
1257,949,19,12.07,2.404772191,595928.7632,380946.977,126503.1799
1258,949,19,12.07,2.404772191,595928.7632,380946.977,126503.1799
1259,949,19,12.07,2.404772191,595928.7632,380946.977,126503.1799
1260,949,19,12.07,2.404772191,595928.7632,380946.977,126503.1799
1261,949,21,13.48,2.414099995,762650.3282,500713.557,134923.1095
1262,949,21,13.48,2.414099995,762650.3282,500713.557,134923.1095
1263,949,21,13.48,2.414099995,762650.3282,500713.557,134923.1095
1264,949,21,13.48,2.414099995,762650.3282,500713.557,134923.1095
1265,949,21,13.48,2.414099995,762650.3282,500713.557,134923.1095
1266,949,21,13.48,2.414099995,762650.3282,500713.557,134923.1095
1267,949,19,12.07,2.27970847,558397.5407,366902.0921,103784.3258
1268,949,19,12.07,2.27970847,558397.5407,366902.0921,103784.3258
1269,949,19,12.07,2.27970847,558397.5407,366902.0921,103784.3258
1270,949,19,12.07,2.27970847,558397.5407,366902.0921,103784.3258
1271,949,17,10.92,1.998383185,454624.4233,300778.9571,83262.7809
1272,949,17,10.92,1.998383185,454624.4233,300778.9571,83262.7809
1273,949,17,10.92,1.998383185,454624.4233,300778.9571,83262.7809
1274,949,17,10.92,1.998383185,454624.4233,300778.9571,83262.7809
1275,949,17,10.92,1.998383185,454624.4233,300778.9571,83262.7809
1276,949,17,10.99,1.982218938,415626.5421,280536.9512,62625.40215
1277,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1278,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1279,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1280,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1281,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1282,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1283,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1284,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1285,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1286,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1287,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1288,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1289,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1290,949,16,10.33,1.954301136,356083.4407,243205.1255,55145.08678
1291,949,18,11.53,2.138889545,395243.3868,267124.2444,58287.04769
1292,949,18,11.53,2.138889545,395243.3868,267124.2444,58287.04769
1293,949,19,12.23,2.286786815,414812.7567,279250.0414,60701.40299
1294,949,19,12.23,2.286786815,414812.7567,279250.0414,60701.40299
1295,949,19,12.16,2.398315907,414812.7567,277887.3818,68254.63987
1296,949,19,12.16,2.398315907,414812.7567,277887.3818,68254.63987
1297,949,19,12.16,2.398315907,414812.7567,277887.3818,68254.63987
1298,949,19,12.16,2.398315907,414812.7567,277887.3818,68254.63987
1299,949,19,12.16,2.398315907,414812.7567,277887.3818,68254.63987
1300,949,19,12.16,2.398315907,414812.7567,277887.3818,68254.63987
1301,949,15,9.75,2.199058568,367219.8768,250982.5561,65571.63486
1302,949,14,9.13,2.072694045,342107.8852,233116.5841,61767.55317
1303,949,14,9.13,2.072694045,342107.8852,233116.5841,61767.55317
1304,949,14,9.13,2.072694045,342107.8852,233116.5841,61767.55317
1305,949,14,9.13,2.072694045,342107.8852,233116.5841,61767.55317
1306,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1307,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1308,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1309,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1310,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1311,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1312,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1313,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1314,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1315,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1316,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1317,949,14,9.02,2.009975124,342107.8852,231085.071,59569.46589
1318,949,14,9.03,1.951197508,342107.8852,232021.4813,59920.90137
1319,949,14,9.03,1.951197508,342107.8852,232021.4813,59920.90137
1320,949,14,8.96,1.963916927,342107.8852,227788.2946,59919.017
1321,949,18,11.7,2.071938535,372000.2642,247822.2891,62038.58631
1322,949,19,12.34,2.114022448,385005.1928,256865.1921,63626.51407
1323,949,19,12.34,2.114022448,385005.1928,256865.1921,63626.51407
1324,949,19,12.34,2.114022448,385005.1928,256865.1921,63626.51407
1325,949,19,12.34,2.114022448,385005.1928,256865.1921,63626.51407
1326,949,19,12.34,2.114022448,385005.1928,256865.1921,63626.51407
1327,949,20,13.06,2.112110343,536731.5475,359229.5692,102942.4024
1328,949,20,13.06,2.112110343,536731.5475,359229.5692,102942.4024
1329,949,20,13.06,2.112110343,536731.5475,359229.5692,102942.4024
1330,949,20,13.06,2.112110343,536731.5475,359229.5692,102942.4024
1331,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1332,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1333,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1334,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1335,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1336,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1337,949,20,12.89,2.237851603,536731.5475,362812.4179,101110.2819
1338,949,20,12.88,2.198622158,536731.5475,369897.3024,99801.35148
1339,949,20,12.88,2.198622158,536731.5475,369897.3024,99801.35148
1340,949,20,12.88,2.198622158,536731.5475,369897.3024,99801.35148
1341,949,20,12.95,2.311040694,536731.5475,361833.572,101450.8056
1342,949,20,12.95,2.311040694,536731.5475,361833.572,101450.8056
1343,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1344,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1345,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1346,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1347,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1348,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1349,949,21,13.63,2.346951601,561581.7366,375176.4641,102297.2157
1350,949,22,14.14,2.486407493,583299.2463,387398.7287,101941.6021
1351,949,22,14.11,2.581578094,572589.716,375559.0056,100002.0537
1352,949,22,14,2.61309832,663416.3931,415360.7101,148550.3442
1353,949,22,14,2.61309832,663416.3931,415360.7101,148550.3442
1354,949,22,14,2.61309832,663416.3931,415360.7101,148550.3442
1355,949,22,14,2.61309832,663416.3931,415360.7101,148550.3442
1356,949,21,13.38,2.557539853,643847.0232,403189.6555,147736.4369
1357,949,21,13.38,2.557539853,643847.0232,403189.6555,147736.4369
1358,949,21,13.38,2.557539853,643847.0232,403189.6555,147736.4369
1359,949,21,13.38,2.557539853,643847.0232,403189.6555,147736.4369
1360,949,21,13.38,2.557539853,643847.0232,403189.6555,147736.4369
1361,949,21,13.25,2.44691106,643847.0232,409790.996,157355.9284
1362,949,21,13.25,2.44691106,643847.0232,409790.996,157355.9284
1363,949,21,13.25,2.44691106,643847.0232,409790.996,157355.9284
1364,949,21,13.25,2.44691106,643847.0232,409790.996,157355.9284
1365,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1366,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1367,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1368,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1369,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1370,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1371,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1372,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1373,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1374,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1375,949,21,13.39,2.428346904,643847.0232,405443.5254,155502.2731
1376,949,21,13.35,2.512091969,420438.9589,274966.01,69016.40491
1377,949,21,13.35,2.512091969,420438.9589,274966.01,69016.40491
1378,949,21,13.35,2.512091969,420438.9589,274966.01,69016.40491
1379,949,21,13.35,2.512091969,420438.9589,274966.01,69016.40491
1380,949,21,13.35,2.512091969,420438.9589,274966.01,69016.40491
1381,949,18,11.46,2.276005716,393980.0929,259556.7849,64615.55405
1382,949,18,11.46,2.276005716,393980.0929,259556.7849,64615.55405
1383,949,18,11.46,2.276005716,393980.0929,259556.7849,64615.55405
1384,949,18,11.46,2.276005716,393980.0929,259556.7849,64615.55405
1385,949,18,11.46,2.276005716,393980.0929,259556.7849,64615.55405
1386,949,18,11.27,2.242180576,393980.0929,255680.0246,63706.00094
1387,949,18,11.27,2.242180576,393980.0929,255680.0246,63706.00094
